num_distr	fixation.started	mouse.started	target.started	fixation.stopped	mouse.x	mouse.y	mouse.time	mouse.clicked_name
10	234.7851935	0.0388806	235.2440184	235.2966116	[0.16944444444444445]	[-0.26666666666666666]	[0.7586368999982369]	[]
10	235.5827228	0.0338498	236.0474655		[0.16944444444444445]	[-0.26666666666666666]	[0.49298130000534]	[]
10	236.1099908	0.0285587	236.5778841	236.6117289	[0.16944444444444445]	[-0.26666666666666666]	[0.5637444999956642]	[]
5	236.6971819	0.0192873	237.1753933	237.2086111	[0.16944444444444445]	[-0.26666666666666666]	[0.5374894999986282]	[]
5	237.2692735	0.0256984	237.7455104	237.775832	[0.16944444444444445]	[-0.26666666666666666]	[1.065658400002576]	[]
5	238.3597599	0.0170349	238.8428973	238.8593523	[0.16944444444444445]	[-0.26666666666666666]	[0.5600562999970862]	[]
10	238.9660604	0.0371871			[0.16944444444444445]	[-0.26666666666666666]	[0.27448260000528535]	[]
5	239.2698556	0.0225804	239.7428577	239.7768492	[0.16944444444444445]	[-0.26666666666666666]	[0.7499672999983886]	[]
10	240.0549654	0.027681	240.5290354	240.5675008	[0.175]	[-0.26666666666666666]	[2.7055992999958107]	[]
10	242.7988186	0.0323038	243.2652642	243.2997263	[0.175]	[-0.26666666666666666]	[0.5396512000006624]	[]
5	243.3570243	0.0152958	243.8448077	243.8610019	[0.175]	[-0.26666666666666666]	[0.5133295000050566]	[]
10	243.9270104	0.0412362			[0.175]	[-0.26666666666666666]	[0.30952830000023823]	[]
5	244.2580887	0.0213154			[0.175]	[-0.26666666666666666]	[0.3123173999993014]	[]
5	244.5989965	0.0208032			[0.175]	[-0.26666666666666666]	[0.30565119999664603]	[]
5	244.9406736	0.026854			[0.175]	[-0.26666666666666666]	[0.35079099999711616]	[]
5	245.3079668	0.0133028			[0.175]	[-0.26666666666666666]	[0.29607590000523487]	[]
10	245.6571982	0.0407923			[0.175]	[-0.26666666666666666]	[0.40160549999563955]	[]
5	246.0911472	0.0245634			[0.175]	[-0.26666666666666666]	[0.2346992999955546]	[]
10	246.3709921	0.0395158			[0.175]	[-0.26666666666666666]	[0.32189240000298014]	[]
10	246.7216762	0.0251128	247.2020066	247.2302969	[0.175]	[-0.26666666666666666]	[0.5541922999982489]	[]
10	247.3019845	0.0221214			[0.175]	[-0.26666666666666666]	[0.36772170000040205]	[]
10	247.7068297	0.0291561			[0.175]	[-0.26666666666666666]	[0.2739581999994698]	[]
5	248.0132095	0.0227082	248.4827848	248.5132273	[0.175]	[-0.26666666666666666]	[0.5632146000061766]	[]
10	248.6181695	0.0367875			[0.175]	[-0.26666666666666666]	[0.2897681000031298]	[]
10	248.9543932	0.0386284	249.4169247	249.4679727	[0.175]	[-0.26666666666666666]	[0.5704543999963789]	[]
5	249.5404918	0.0134066	250.0299287	250.0501738	[0.175]	[-0.26666666666666666]	[0.6320911000002525]	[]
10	250.2199443	0.0372263	250.6759808	250.7194291	[0.175]	[-0.26666666666666666]	[0.5619239000006928]	[]
10	250.819604	0.0299307			[0.175]	[-0.26666666666666666]	[0.4221073000007891]	[]
10	251.2811312	0.0323275	251.7422992	251.7887483				
